,Materialnummer,Lieferant OB,Vertrag OB,Vertragsposition OB,Planlieferzeit Vertrag,Vertrag Fix1,Vertrag_Fix2,Beschaffungsart,Sonderbeschaffungsart,Disponent,Einkäufer,DispoGruppe,Dispolosgröße,Gesamtbestand,Gesamtwert,Preiseinheit,Kalender,Werk OB,Werk Infosatz,Infosatznummer,Infosatztyp,WE_Bearbeitungszeit,Planlieferzeit Mat-Stamm,Warengruppe,Basiseinheit,Anomaly_Score,Predicted_Label
170,00120898,700222,,0,0,0,0,F,,708,708.0,Z011,Y9,0,0,1,E11,2100,,5300084018.0,0.0,1,14,070400000,ST,0.0157391304347826,1
171,60117862,709154,,0,0,0,0,F,,211,211.0,Z001,Y4,0,0,100,E13,2000,,5300547327.0,0.0,1,35,00,ST,0.961,0
172,04005709,700872,,0,0,0,0,F,,277,277.0,Z012,Z7,60,6146,1,,3000,,5300118573.0,0.0,1,350,070100000,ST,0.47,1
173,60037314,2100,,0,0,0,0,F,41.0,203,203.0,Z001,Y3,3430,62082,100,E14,3000,3000.0,5300406263.0,0.0,1,21,010102000,ST,0.19,1
174,31057405,2000,,0,0,0,0,F,40.0,233,233.0,Z012,Y4,190,171,100,E13,3000,3000.0,5300270576.0,0.0,1,14,060100000,ST,0.3234642857142857,1
175,04004309,715932,,0,0,0,0,F,,208,208.0,Z001,Z1,0,0,1,,2100,,5300460429.0,0.0,1,42,140600000,ST,0.4431415382862749,1
176,00360649,700020,5500002329.0,10,4,4,60,F,,708,708.0,Z011,X4,1560,3081,100,E20,2100,,5300071779.0,0.0,1,4,140100000,ST,0.15,1
177,60020588,702236,,0,0,0,0,F,,208,208.0,Z001,Z1,20,816,1,,2000,,5300536165.0,0.0,1,42,070400000,ST,0.6591045066045066,0
178,82010499,706647,,0,0,0,0,F,,708,708.0,Z001,Z1,0,0,1,,2000,,5300095091.0,0.0,1,28,060100000,ST,0.88,0
179,04003570,1900,,0,0,0,0,F,,272,272.0,Z012,Y4,50,47,100,E11,3000,,5300095439.0,0.0,1,10,130000000,ST,0.5560198412698413,0
180,60035901,701806,,0,0,0,0,F,,272,272.0,Z012,Z7,150,4347,100,,3000,,5300390343.0,0.0,1,21,140100000,ST,0.13,1
181,00120574,706985,,0,0,0,0,F,,708,708.0,Z011,Y9,190,38798,1,E13,2100,,5300096548.0,0.0,1,42,070400000,ST,0.5425,0
182,23593900,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300197929.0,0.0,1,42,10402000,ST,0.4431415382862749,1
183,00341049,701230,,0,0,0,0,F,,707,707.0,Z001,Z2,0,0,100,,2000,,5300013082.0,0.0,1,21,080600000,ST,0.3557619047619048,1
184,21266500UB,702225,,0,0,0,0,F,,213,213.0,Z008,Z1,0,0,1,,2100,,5300065185.0,0.0,1,56,10401000,ST,0.1754642857142856,1
185,88026634,2000,,0,0,0,0,F,72.0,213,213.0,Z012,Z1,0,0,100,,3000,3000.0,5300299428.0,0.0,1,999,10102000,ST,0.51,0
186,95172068UB,700000,,0,0,0,0,F,,223,223.0,Z001,V3,0,0,100,E19,2100,,5300160865.0,0.0,1,35,10102000,ST,0.961,0
187,04008200,706837,,0,0,0,0,F,,203,203.0,Z001,Y2,0,0,1,E13,2000,,5300178749.0,0.0,1,21,130000000,ST,0.05,1
188,00110614,703351,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,1,,2100,,5300004001.0,0.0,15,14,070600000,ST,0.18,1
189,23762202UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z6,0,0,100,,3000,3000.0,5300237421.0,0.0,1,28,010103000,ST,0.3663333333333333,1
190,00401728,708082,,0,0,0,0,F,,203,203.0,Z001,Y2,410,1786,100,E11,3000,,5300133081.0,0.0,1,98,140100000,ST,0.58,0
191,60059934,1000,,0,0,0,0,F,,991,991.0,Z012,Z1,0,0,1,,3000,,5300449701.0,0.0,1,3,10401000,ST,0.2132805427938091,1
192,80910618,2000,,0,0,0,0,F,40.0,995,203.0,Z012,Z1,0,0,100,,3000,3000.0,5300297801.0,0.0,1,999,520100000,ST,0.51,0
193,60013031,704276,,0,0,0,0,F,,228,228.0,Z001,Y2,0,0,1,E14,2100,,5300370798.0,0.0,1,42,0,ST,0.4431415382862749,1
194,00380559,708008,,0,0,0,0,F,,706,706.0,Z002,Y2,0,0,100,E11,2000,,5300136494.0,0.0,1,14,120000000,ST,0.6729007936507937,0
195,96191007,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,100,,3000,3000.0,5300316787.0,0.0,1,999,010102000,ST,0.51,0
196,34460400,715408,,0,0,0,0,F,30.0,223,223.0,Z004,TB,0,0,1,,2000,,5300436154.0,3.0,1,56,010403000,ST,0.1754642857142856,1
197,82011030UB,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,100,,2000,,5300084231.0,0.0,1,28,10102000,ST,0.3663333333333333,1
198,80440107,702590,,0,0,0,0,F,,203,203.0,Z008,Y6,0,0,100,E11,2000,,5300147717.0,0.0,1,14,520100000,ST,0.6729007936507937,0
199,00110164,700466,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,1,,2100,,5300002013.0,0.0,1,28,090300000,ST,0.88,0
200,60111337,708148,,0,0,0,0,F,,206,206.0,Z012,Z1,270,80635,1,,3000,,5300526744.0,0.0,1,90,520300000,ST,0.69,0
201,00393894,704039,,0,0,0,0,F,,206,206.0,Z001,Y4,4600,139753,1,E13,2100,,5300126174.0,0.0,1,50,530103000,KG,0.29,1
202,00346490,708235,,0,0,0,0,F,,215,215.0,Z001,Y2,0,0,100,E13,2100,,5300137177.0,0.0,1,28,080200000,ST,0.3663333333333333,1
203,96163083,700000,,0,0,0,0,F,,223,223.0,Z001,V3,0,0,100,E19,2100,,5300142470.0,0.0,1,28,010102000,ST,0.3663333333333333,1
204,23786801,704926,,0,0,0,0,F,,223,223.0,Z002,Z7,0,0,1,,2000,,5300378759.0,0.0,1,35,010102000,ST,0.3818659673659673,1
205,31059500,2000,,0,0,0,0,F,40.0,252,252.0,Z012,EX,0,0,1,,3000,3000.0,5300270613.0,0.0,1,7,550100000,ST,0.0946652634505979,1
206,23287200,2000,,0,0,0,0,F,40.0,224,224.0,Z012,EX,10,48895,1,,3000,3000.0,5300232415.0,0.0,1,42,010402000,ST,0.3326388888888889,1
207,36064300,707655,,0,0,0,0,F,,272,272.0,Z012,FX,40,10192,1,,3000,,5300172894.0,0.0,1,42,010401000,ST,0.4334722222222222,1
208,25020527,702225,,0,0,0,0,F,,213,213.0,Z008,Z2,0,0,1,,2100,,5300148151.0,0.0,1,56,010502000,ST,0.1754642857142856,1
209,00200105,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y4,100,292,100,E15,3000,3000.0,5300204373.0,0.0,1,21,100202000,ST,0.32,1
210,24260400UB,2000,,0,0,0,0,F,40.0,202,202.0,Z012,Z4,0,0,1,,3000,3000.0,5300243989.0,0.0,1,42,10401000,ST,0.4431415382862749,1
211,60046672,700000,,0,0,0,0,F,,723,723.0,Z001,X3,10,12614,1,E20,2000,,5300410197.0,0.0,1,42,010500000,ST,0.2530555555555556,1
212,04004741,707779,,0,0,0,0,F,,206,206.0,Z001,Z2,0,0,1,,2000,,5300124548.0,0.0,1,42,130000000,ST,0.4431415382862749,1
213,60063454,702590,,0,0,0,0,F,,203,203.0,Z008,Y6,0,0,100,E11,2100,,5300465530.0,0.0,1,14,520100000,ST,0.6729007936507937,0
214,00004819,700222,,0,0,0,0,F,,272,272.0,Z012,Y5,20,592,100,E11,3000,,5300121529.0,0.0,1,14,070400000,ST,0.5490198412698413,0
215,95194412UB,2000,,0,0,0,0,F,40.0,205,205.0,Z012,Z1,0,0,100,,3000,3000.0,5300314259.0,0.0,1,999,10401000,ST,0.51,0
216,00190111,709277,,0,0,0,0,F,,203,203.0,Z001,Y2,180,14474,100,E15,2000,,5300367694.0,0.0,2,28,070300000,ST,0.1,1
217,23641402,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,1,,2000,,5300038865.0,0.0,1,28,010102000,ST,0.88,0
218,24341207UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z7,0,0,100,,3000,3000.0,5300244759.0,0.0,1,42,10102000,ST,0.8318333333333335,0
219,29212002UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z7,0,0,1,,3000,3000.0,5300265644.0,0.0,1,28,10102000,ST,0.88,0
220,28185300UB,701318,,0,0,0,0,F,30.0,202,202.0,Z001,Z2,0,0,1,,2000,,5300084156.0,3.0,1,42,10403000,ST,0.4431415382862749,1
221,60013392,2000,,0,0,0,0,F,40.0,216,216.0,Z012,Z1,0,0,1,,3000,3000.0,5300370573.0,0.0,1,999,550100000,ST,0.0,1
222,00381140,702225,,0,0,0,0,F,,221,221.0,Z001,Z0,1390,111911,100,,3000,,5300179708.0,0.0,1,28,010102000,ST,0.25,1
223,04102064,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,0,0,100,E11,2000,,5300138408.0,0.0,1,21,140100000,ST,0.3557619047619048,1
224,60039807,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,100,,3000,3000.0,5300392527.0,0.0,1,29,10102000,ST,0.3663333333333333,1
225,60048799,702686,5500007736.0,10,28,28,112,F,,715,715.0,Z003,Y6,20,12213,1,E13,2000,,5300413704.0,0.0,1,84,80100000,ST,0.8666666666666666,0
226,24726300UB,2000,,0,0,0,0,F,40.0,213,213.0,Z012,Z1,0,0,1,,3000,3000.0,5300252303.0,0.0,1,999,10401000,ST,0.0,1
227,00422789,2000,,0,0,0,0,F,72.0,206,206.0,Z012,Z1,0,0,1,,3000,3000.0,5300219378.0,0.0,1,35,10103000,ST,0.3818659673659673,1
228,28181900UB,700585,4600012585.0,10,84,0,0,F,,203,203.0,Z010,Y5,80,62712,1,E14,3000,,5300084186.0,0.0,1,14,10401000,ST,0.5495396825396827,0
229,04006466,707165,,0,0,0,0,F,,272,272.0,Z012,Z1,70,6423,1,,3000,,5300140683.0,0.0,1,63,130600000,ST,0.4872257742257742,1
230,00400090,702533,,0,0,0,0,F,,206,206.0,Z001,Z7,0,0,1000,,2000,,5300016370.0,0.0,1,14,010201000,MM,0.2388690476190476,1
231,60068199,1000,,0,0,0,0,F,,991,991.0,Z012,Z1,0,0,1,,3000,,5300454427.0,0.0,1,3,10401000,ST,0.2132805427938091,1
232,60119833,700000,,0,0,0,0,F,,279,279.0,Z012,Z7,680,14382,100,,3000,,5300537857.0,0.0,1,28,010102000,ST,0.06,1
233,00110809,700222,,0,0,0,0,F,,208,208.0,Z011,Y3,0,0,1,E11,2000,,5300004481.0,0.0,1,21,070600000,ST,0.05,1
234,00300340,2000,,0,0,0,0,F,40.0,219,219.0,Z012,Z1,0,0,1,,3000,3000.0,5300207474.0,0.0,1,35,110000000,ST,0.3818659673659673,1
235,60029404,702686,5500007888.0,10,28,28,112,F,,715,715.0,Z003,Y6,60,48281,1,E13,2000,,5300381573.0,0.0,1,84,80100000,ST,0.8066666666666665,0
236,23504800UB,702399,,0,0,0,0,F,,228,228.0,Z001,Y4,0,0,100,E14,2100,,5300370872.0,0.0,1,42,010401000,ST,0.8318333333333335,0
237,95154266UB,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,1,,2000,,5300164977.0,0.0,1,42,10102000,ST,0.4431415382862749,1
238,23285800UB,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,3000,,5300024488.0,3.0,1,3,10403000,ST,0.2132805427938091,1
239,31080402,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,2100,,5300038219.0,0.0,1,3,010304000,ST,0.2132805427938091,1
240,34759002,2000,,0,0,0,0,F,72.0,223,223.0,Z012,Z7,0,0,1,,3000,3000.0,5300284168.0,0.0,1,28,10103000,ST,0.88,0
241,01160400UB,702001,,0,0,0,0,F,40.0,203,203.0,Z001,Z1,0,0,1,,2100,,5300024756.0,0.0,1,3,131100000,ST,0.2132805427938091,1
242,00392364,708148,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2100,,5300141571.0,0.0,1,180,520300000,ST,0.86,0
243,00401722,700020,,0,0,0,0,F,40.0,219,219.0,Z001,Z1,0,0,100,,2100,,5300150081.0,0.0,1,2,140200000,ST,0.0,1
244,00347304,2000,,0,0,0,0,F,40.0,215,215.0,Z012,Z7,70,25919,1,,3000,3000.0,5300211504.0,0.0,1,56,080200000,ST,0.5,0
245,00421811,2000,,0,0,0,0,F,72.0,206,206.0,Z012,Z1,0,0,1,,3000,3000.0,5300218954.0,0.0,1,28,10103000,ST,0.88,0
246,00300107,703335,,0,0,0,0,F,,219,219.0,Z012,Z2,30,4338,1,,3000,,5300016178.0,0.0,1,42,140200000,ST,0.4109722222222223,1
247,30020376.1,1900,,0,0,0,0,F,,206,206.0,Z001,Z7,0,0,100,,2000,,5300087150.0,0.0,1,5,010102000,ST,0.4039296536796537,1
248,00280146,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y2,0,0,1,E11,3000,3000.0,5300206590.0,0.0,1,7,90300000,ST,0.0946652634505979,1
249,95070220,703929,,0,0,0,0,F,30.0,993,992.0,Z001,Z1,0,0,1,,2000,,5300415406.0,3.0,1,7,010302000,ST,0.0946652634505979,1
250,00310367,708082,,0,0,0,0,F,,203,203.0,Z012,Z2,850,3772,100,,3000,,5300132965.0,0.0,1,90,140200000,ST,0.47,1
251,60079662,700000,,0,0,0,0,F,,223,223.0,Z001,V3,0,0,1,E19,2100,,5300464093.0,0.0,1,42,10100000,ST,0.4431415382862749,1
252,17403500,2000,,0,0,0,0,F,40.0,224,224.0,Z012,EX,0,0,1,,3000,3000.0,5300226114.0,0.0,1,25,10400000,ST,0.88,0
253,23058701,2000,,0,0,0,0,F,40.0,252,252.0,Z012,Z4,0,0,1,,3000,3000.0,5300230003.0,0.0,1,999,550100000,ST,0.0,1
254,95110168,706713,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2000,,5300095431.0,0.0,1,30,080100000,PAK,0.8859999999999999,0
255,95130699,702686,,0,0,0,0,F,,215,215.0,Z003,Y4,0,0,1,E13,2100,,5300086513.0,0.0,1,84,080100000,ST,0.0,1
256,00345507,709734,,0,0,0,0,F,,215,215.0,Z001,Z1,30,1107,1,,2000,,5300196280.0,0.0,1,56,080400000,ST,0.6306666666666667,0
257,23778900,1000,,0,0,0,0,F,,991,991.0,Z008,TB,70,6335,1,,3000,,5300022387.0,0.0,1,3,010401000,ST,0.3183683179846973,1
258,34283300,2100,,0,0,0,0,F,41.0,213,213.0,Z008,Z3,190,30186,1,,2000,2000.0,5300199307.0,0.0,1,3,010401000,ST,0.4477646520146521,1
259,23266800UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z7,0,0,1,,3000,3000.0,5300232073.0,0.0,1,42,10401000,ST,0.4431415382862749,1
260,24377800UB,700119,,0,0,0,0,F,30.0,228,228.0,Z001,Y2,0,0,1,E15,2000,,5300165720.0,0.0,1,42,10403000,ST,0.4431415382862749,1
261,270237,703564,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,1,,2100,,5300033991.0,0.0,40,112,060200000,ST,0.82,0
262,60028433,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,2000,,5300379540.0,0.0,1,3,10102000,ST,0.2132805427938091,1
263,60073392,2000,,0,0,0,0,F,40.0,231,231.0,Z001,Z1,120,4787,100,,2100,3000.0,5300453098.0,0.0,1,2,100202000,ST,0.13,1
264,95130558,2000,,0,0,0,0,F,40.0,252,252.0,Z012,EX,0,0,1,,3000,3000.0,5300305242.0,0.0,1,999,550100000,ST,0.0,1
265,60006087,702584,,0,0,0,0,F,,276,276.0,Z012,Y4,30,45205,1,E13,3000,,5300318080.0,0.0,1,280,070600000,ST,0.5,0
266,30020884,1900,,0,0,0,0,F,,206,206.0,Z001,Y4,0,0,100,E11,2000,,5300141391.0,0.0,1,5,060100000,ST,0.4039296536796537,1
267,495105,700185,,0,0,0,0,F,,203,203.0,Z001,Z3,0,0,1,,2000,,5300049702.0,0.0,1,28,130000000,ST,0.88,0
268,28214800,2100,,0,0,0,0,F,41.0,224,224.0,Z012,EX,0,0,1,,3000,3000.0,5300405563.0,0.0,1,42,010403000,ST,0.4431415382862749,1
269,28224901,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z4,60,14832,1,,3000,3000.0,5300405591.0,0.0,1,42,010102000,ST,0.4925,1
270,60133851,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,2100,,5300550454.0,0.0,1,3,10405000,ST,0.2132805427938091,1
271,01180405,709641,,0,0,0,0,F,,215,215.0,Z012,Y2,0,0,100,E13,3000,,5300167009.0,0.0,1,49,100100000,ST,0.9423333333333334,0
272,24479807UB,715646,,0,0,0,0,F,40.0,228,228.0,Z010,Y2,0,0,1,E11,3000,,5300509277.0,0.0,1,28,10102000,ST,0.88,0
273,00346799,705072,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2000,,5300163933.0,0.0,1,14,080600000,ST,0.0157391304347826,1
274,00110031,700466,,0,0,0,0,F,,203,203.0,Z001,Y3,0,0,1,E12,2100,,5300001308.0,0.0,1,14,071000000,ST,0.0157391304347826,1
275,23431601,703929,,0,0,0,0,F,30.0,993,992.0,Z001,Z1,0,0,1,,2000,,5300415122.0,3.0,1,7,060100000,ST,0.0946652634505979,1
276,60062921,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,100,,3000,3000.0,5300429286.0,0.0,1,70,010102000,ST,0.71,0
277,04002613,700418,,0,0,0,0,F,,278,278.0,Z012,Y4,350,3533,100,E13,3000,,5300106670.0,0.0,1,35,050200000,ST,0.21,1
278,34251700,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z4,10,25161,1,,3000,3000.0,5300405677.0,0.0,1,42,010401000,ST,0.3276388888888888,1
279,28300201,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,1,,3000,3000.0,5300265286.0,0.0,1,42,010102000,ST,0.4431415382862749,1
280,60085056,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300468586.0,0.0,1,10,010501000,ST,0.0269156010230179,1
281,00350787,701806,5500003585.0,10,4,4,60,F,,708,708.0,Z011,V5,9030,3139,100,E98,2000,,5300391586.0,0.0,2,4,140200000,ST,0.38,1
282,24270100,2000,,0,0,0,0,F,40.0,223,223.0,Z012,TB,0,0,1,,3000,3000.0,5300244021.0,0.0,1,56,10403000,ST,0.1754642857142856,1
283,00111454UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Y3,0,0,100,E12,3000,3000.0,5300201855.0,0.0,1,42,10102000,ST,0.8318333333333335,0
284,00311500,700535,,0,0,0,0,F,,233,233.0,Z011,Z7,0,0,1,,2000,,5300173809.0,0.0,1,35,090100000,ST,0.3818659673659673,1
285,00130062,703568,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,1,,2100,,5300010933.0,0.0,15,84,070200000,ST,0.58,0
286,96192182,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,1,,3000,3000.0,5300316889.0,0.0,1,999,10102000,ST,0.0,1
287,23469001,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,1,,2100,,5300029633.0,0.0,1,28,010502000,ST,0.88,0
288,24937200UB,702225,,0,0,0,0,F,,213,213.0,Z008,TB,0,0,1,,2000,,5300191689.0,0.0,1,56,10402000,ST,0.1754642857142856,1
289,24155300,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,1,,3000,3000.0,5300243054.0,0.0,1,28,10401000,ST,0.88,0
290,00311570UB,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Z1,0,0,1,,3000,3000.0,5300209007.0,0.0,1,14,30202000,ST,0.0157391304347826,1
291,23928000,702225,,0,0,0,0,F,30.0,213,213.0,Z004,TB,60,167703,1,,2000,,5300175354.0,3.0,1,63,550100000,ST,0.61,0
292,00390874,2000,,0,0,0,0,F,40.0,206,206.0,Z003,X1,1620,90089,1,,2100,2100.0,5300077179.0,0.0,1,3,530300000,ST,0.4616666666666667,1
293,23052504UB,700000,,0,0,0,0,F,,723,723.0,Z001,V3,0,0,100,E19,2100,,5300137784.0,0.0,1,56,10102000,ST,0.924,0
294,04002094,706900,,0,0,0,0,F,,206,206.0,Z001,Z7,0,0,100,,2000,,5300114841.0,0.0,1,14,090300000,ST,0.6729007936507937,0
295,23014801UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z7,0,0,100,,3000,3000.0,5300228995.0,0.0,1,28,10102000,ST,0.3663333333333333,1
296,34510500,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,20,64051,1,,3000,3000.0,5300280838.0,0.0,1,42,010401000,ST,0.3655555555555556,1
297,28235702,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,1,,3000,3000.0,5300264567.0,0.0,1,999,10102000,ST,0.0,1
298,60069477,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300506448.0,0.0,1,70,010102000,ST,0.985,0
299,60068043,708008,,0,0,0,0,F,,996,203.0,Z008,Y2,0,0,100,E11,2100,,5300449564.0,0.0,1,999,520200000,ST,0.51,0
300,34283401,700909,,0,0,0,0,F,,233,233.0,Z001,Y3,230,9614,1,E15,2000,,5300053009.0,0.0,1,28,060100000,ST,0.53,0
301,04006715,700535,,0,0,0,0,F,,233,233.0,Z011,Z7,0,0,1,,2100,,5300143314.0,0.0,1,49,110400000,ST,0.5598634421134422,0
302,24019901,2000,,0,0,0,0,F,40.0,213,213.0,Z012,Z1,0,0,100,,3000,3000.0,5300241285.0,0.0,1,42,10301000,ST,0.8318333333333335,0
303,23461508UB,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,100,,2000,,5300190288.0,0.0,1,30,10102000,ST,0.3663333333333333,1
304,80431526,702590,,0,0,0,0,F,,203,203.0,Z008,Y6,50,480,100,E11,2000,,5300163505.0,0.0,1,14,520100000,ST,0.4790198412698413,1
305,00210936,2000,,0,0,0,0,F,40.0,208,208.0,Z008,Z2,0,0,100,,3000,3000.0,5300204754.0,0.0,1,56,140100000,ST,0.924,0
306,04006661,1900,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2000,,5300150501.0,0.0,1,5,110500000,ST,0.218938967702234,1
307,60008356,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,100,,3000,3000.0,5300373695.0,0.0,1,29,010102000,ST,0.3663333333333333,1
308,24242505,703929,,0,0,0,0,F,30.0,993,992.0,Z001,Z1,0,0,1,,2000,,5300415194.0,3.0,1,7,550000000,ST,0.0946652634505979,1
309,80440213,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y4,0,0,100,E11,3000,3000.0,5300295357.0,0.0,1,14,520100000,ST,0.6729007936507937,0
310,00120274,705086,,0,0,0,0,F,,708,708.0,Z010,Y4,40,3034,1,E12,2000,,5300359636.0,0.0,1,42,070400000,ST,0.4909722222222222,1
311,24774260UB,2000,,0,0,0,0,F,40.0,216,216.0,Z012,Z1,0,0,1,,3000,3000.0,5300254014.0,0.0,1,999,10401000,ST,0.0,1
312,04002507,705812,,0,0,0,0,F,,215,215.0,Z001,Y4,0,0,100,E11,2000,,5300106597.0,0.0,1,14,080600000,ST,0.6729007936507937,0
313,95050019,703929,,0,0,0,0,F,30.0,993,992.0,Z001,Z1,0,0,1,,2000,,5300415388.0,3.0,1,7,010202000,ST,0.0946652634505979,1
314,24641600,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z4,0,0,1,,3000,3000.0,5300198474.0,0.0,1,42,10402000,ST,0.4431415382862749,1
315,00170252,705427,,0,0,0,0,F,,203,203.0,Z010,Y5,1540,4752,100,E13,2000,,5300093469.0,0.0,1,84,050100000,ST,0.444,1
316,95140102,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,100,,2100,,5300092164.0,0.0,1,28,010102000,ST,0.3663333333333333,1
317,00345298,700449,,0,0,0,0,F,,203,203.0,Z001,Z1,10,10762,1,,2000,,5300076657.0,0.0,1,91,080400000,ST,0.26,1
318,00385874,703001,,0,0,0,0,F,,203,203.0,Z001,Y2,130,902,100,E11,3000,,5300134744.0,0.0,1,140,140100000,ST,0.65,0
319,23651000UB,702225,,0,0,0,0,F,,213,213.0,Z008,TB,0,0,1,,2100,,5300039321.0,0.0,1,63,10403000,ST,0.5940385341782402,0
320,30124206,2000,,0,0,0,0,F,40.0,989,989.0,Z012,Z1,0,0,100,,3000,3000.0,5300269366.0,0.0,1,999,10102000,ST,0.51,0
321,28126200UB,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,3000,,5300064244.0,0.0,1,3,10403000,ST,0.2132805427938091,1
322,494330,709451,,0,0,0,0,F,,233,233.0,Z011,Y2,2180,26588,100,E13,2100,,5300159090.0,0.0,1,14,060100000,ST,0.19,1
323,60075860,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,100,,3000,3000.0,5300454857.0,0.0,1,20,10102000,ST,0.3557619047619048,1
324,00240245,704239,5500005435.0,10,60,60,183,F,,708,708.0,Z011,Y5,1260,464926,1,E13,2100,,5300143131.0,0.0,1,360,90200000,ST,0.6525,0
325,25980188,1900,,0,0,0,0,F,,272,272.0,Z012,Z1,10,837,1,,3000,,5300368309.0,0.0,1,19,070400000,ST,0.5,0
326,00370800,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,0,0,100,E11,2100,,5300185389.0,0.0,1,21,140700000,ST,0.3557619047619048,1
327,34638002,700151,,0,0,0,0,F,,233,233.0,Z011,Y4,0,0,100,E13,2700,,5300060692.0,0.0,1,42,140100000,ST,0.8318333333333335,0
328,04105295,701348,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,100,,2100,,5300104797.0,0.0,1,42,090300000,ST,0.8318333333333335,0
329,60035141,701318,,0,0,0,0,F,,202,202.0,Z001,Y3,300,2250,100,E13,2100,,5300414627.0,0.0,1,28,010102000,ST,0.21,1
330,21713301,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,1,,3000,3000.0,5300228727.0,0.0,1,25,10203000,ST,0.88,0
331,60072462,702779,,0,0,0,0,F,,276,276.0,Z012,Y4,0,0,1,E11,3000,,,,1,70,080100000,ST,0.985,0
332,60084907,715646,,0,0,0,0,F,,228,228.0,Z010,Y3,0,0,100,E13,2100,,5300500359.0,0.0,1,28,010102000,ST,0.3663333333333333,1
333,04001614,707779,,0,0,0,0,F,,206,206.0,Z001,Z2,0,0,100,,2100,,5300124136.0,0.0,1,21,140400000,ST,0.3557619047619048,1
334,01502704,701528,,0,0,0,0,F,,233,233.0,Z011,Y4,0,0,1,E14,2000,,5300168611.0,0.0,1,56,010502000,ST,0.1754642857142856,1
335,95194390,2000,,0,0,0,0,F,40.0,211,211.0,Z012,Z1,800,32512,1,,3000,3000.0,5300314237.0,0.0,1,42,010301010,ST,0.5808333333333333,0
336,60034539,702686,,0,0,0,0,F,40.0,215,215.0,Z003,Y6,0,0,1,E13,2100,,5300386209.0,0.0,1,84,080100000,ST,0.0,1
337,60109998,708008,,0,0,0,0,F,,996,203.0,Z008,Y2,0,0,100,E11,2100,,5300526639.0,0.0,1,999,520200000,ST,0.51,0
338,95050080,2000,,0,0,0,0,F,40.0,252,252.0,Z012,EX,0,0,1,,3000,3000.0,5300301120.0,0.0,1,10,550100000,ST,0.0269156010230179,1
339,24936908,2000,,0,0,0,0,F,40.0,989,989.0,Z012,Z1,0,0,100,,3000,3000.0,5300256077.0,0.0,1,999,10102000,ST,0.51,0
