Material number,Supplier,Contract,Contract Position,Fulfillment time,Fixed contract 1,Fixed contract 2,Procurement type,Special procurement type,Dispatcher,Buyer,Purchasing group,Purchasing lot size,Total quantity,Total value,Price unit,Calendar,Plant,Plant information record,Information record number,Information record type,Plant processing time,Material master time,Product group,Base unit,Fulfillment time_z_score,Fulfillment time_outlier,Fixed contract 1_z_score,Fixed contract 1_outlier,Fixed contract 2_z_score,Fixed contract 2_outlier,Total quantity_z_score,Total quantity_outlier,Total value_z_score,Total value_outlier,Price unit_z_score,Price unit_outlier,Plant processing time_z_score,Plant processing time_outlier,Material master time_z_score,Material master time_outlier,anomaly_label,xgb_anomaly
80270311,2000,,0,,,,F,40.0,203,203.0,Z012,Y4,,,100,E11,3000,3000.0,5300294700.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80290405,2000,,0,,,,F,40.0,203,203.0,Z012,Y9,,,100,E11,3000,3000.0,5300294794.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80290505,2000,,0,,,,F,40.0,203,203.0,Z012,Y9,,,100,E11,3000,3000.0,5300294799.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80290605,2000,,0,,,,F,40.0,203,203.0,Z012,Y9,,,100,E11,3000,3000.0,5300294804.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80290705,2000,,0,,,,F,40.0,203,203.0,Z012,Y9,,,100,E11,3000,3000.0,5300294809.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80291005,2000,,0,,,,F,40.0,203,203.0,Z012,Y9,,,100,E11,3000,3000.0,5300294823.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80291105,2000,,0,,,,F,40.0,203,203.0,Z012,Y9,,,100,E11,3000,3000.0,5300294828.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80291205,2000,,0,,,,F,40.0,203,203.0,Z012,Y9,,,100,E11,3000,3000.0,5300294833.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80291405,2000,,0,,,,F,40.0,203,203.0,Z012,Y9,,,100,E11,3000,3000.0,5300294843.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80291505,2000,,0,,,,F,40.0,203,203.0,Z012,Y9,,,100,E11,3000,3000.0,5300294848.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80360208,2000,,0,,,,F,40.0,203,203.0,Z012,Y9,,,100,E11,3000,3000.0,5300294901.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80360506,2000,,0,,,,F,40.0,203,203.0,Z012,Y5,,,100,E11,3000,3000.0,5300294921.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80360507,2000,,0,,,,F,40.0,203,203.0,Z012,Y5,,,100,E11,3000,3000.0,5300294922.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80361207,2000,,0,,,,F,40.0,203,203.0,Z012,Y3,,,100,E11,3000,3000.0,5300294950.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80430133,2000,,0,,,,F,40.0,203,203.0,Z012,Y5,,,100,E11,3000,3000.0,5300295014.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80431639,2000,,0,,,,F,40.0,203,203.0,Z012,Y5,,,100,E11,3000,3000.0,5300366015.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80435155,2000,,0,,,,F,40.0,203,203.0,Z012,Y5,,,100,E11,3000,3000.0,5300295304.0,0.0,1,15,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3685919370555655,0,0,0
80435156,2000,,0,,,,F,40.0,203,203.0,Z012,Y5,,,100,E11,3000,3000.0,5300295305.0,0.0,1,15,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3685919370555655,0,0,0
80441207,2000,,0,,,,F,40.0,203,203.0,Z012,Y3,,,100,E11,3000,3000.0,5300295432.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80621101,2000,,0,,,,F,40.0,203,203.0,Z012,Y5,,,100,E11,3000,3000.0,5300295749.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80650108,2000,,0,,,,F,40.0,203,203.0,Z012,Y5,,,100,E11,3000,3000.0,5300295822.0,0.0,1,28,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.23061407533815154,0,0,0
80650203,2000,,0,,,,F,40.0,215,215.0,Z012,Y2,,,100,E13,3000,3000.0,5300295840.0,0.0,1,84,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.36375209821378535,0,0,0
80661709,2000,,0,,,,F,40.0,203,203.0,Z012,Y2,,,100,E11,3000,3000.0,5300296323.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80690901,2000,,0,,,,F,40.0,203,203.0,Z012,Y9,,,100,E11,3000,3000.0,5300296392.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80710107,2000,,0,,,,F,40.0,203,203.0,Z012,Y9,,,100,E11,3000,3000.0,5300296454.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80710606,2000,,0,,,,F,40.0,203,203.0,Z012,Y9,,,100,E11,3000,3000.0,5300296472.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80711806,2000,,0,,,,F,40.0,203,203.0,Z012,Y9,,,100,E11,3000,3000.0,5300296486.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80721619,2000,,0,,,,F,40.0,203,203.0,Z012,Y5,,,100,E11,3000,3000.0,5300296710.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80740403,2000,,0,,,,F,40.0,203,203.0,Z012,Y2,,,100,E11,3000,3000.0,5300296781.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80740603,2000,,0,,,,F,40.0,203,203.0,Z012,Y2,,,100,E11,3000,3000.0,5300296793.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80740802,2000,,0,,,,F,40.0,203,203.0,Z012,Y2,,,100,E11,3000,3000.0,5300296801.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80740805,2000,,0,,,,F,40.0,203,203.0,Z012,Y2,,,100,E11,3000,3000.0,5300296803.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80740903,2000,,0,,,,F,40.0,203,203.0,Z012,Y2,,,100,E11,3000,3000.0,5300296807.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80741103,2000,,0,,,,F,40.0,203,203.0,Z012,Y2,,,100,E11,3000,3000.0,5300296818.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80741303,2000,,0,,,,F,40.0,203,203.0,Z012,Y2,,,100,E11,3000,3000.0,5300296829.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80741403,2000,,0,,,,F,40.0,203,203.0,Z012,Y2,,,100,E11,3000,3000.0,5300296835.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80741505,2000,,0,,,,F,40.0,203,203.0,Z012,Y9,,,100,E11,3000,3000.0,5300296843.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80800202,2000,,0,,,,F,40.0,203,203.0,Z012,Y2,,,100,E11,3000,3000.0,5300297008.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80800406,2000,,0,,,,F,40.0,203,203.0,Z012,Y9,,,100,E11,3000,3000.0,5300297028.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80800506,2000,,0,,,,F,40.0,203,203.0,Z012,Y9,,,100,E11,3000,3000.0,5300297037.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80800606,2000,,0,,,,F,40.0,203,203.0,Z012,Y9,,,100,E11,3000,3000.0,5300297046.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80800608,2000,,0,,,,F,40.0,203,203.0,Z012,Y3,,,100,E11,3000,3000.0,5300297048.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80800711,2000,,0,,,,F,40.0,203,203.0,Z012,Y5,,,100,E11,3000,3000.0,5300297056.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80801006,2000,,0,,,,F,40.0,203,203.0,Z012,Y5,,,100,E11,3000,3000.0,5300297073.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80801011,2000,,0,,,,F,40.0,203,203.0,Z012,Y5,,,100,E11,3000,3000.0,5300297076.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80801106,2000,,0,,,,F,40.0,203,203.0,Z012,Y9,,,100,E11,3000,3000.0,5300297082.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80801406,2000,,0,,,,F,40.0,203,203.0,Z012,Y9,,,100,E11,3000,3000.0,5300297106.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80801408,2000,,0,,,,F,40.0,203,203.0,Z012,Y3,,,100,E11,3000,3000.0,5300297108.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80801411,2000,,0,,,,F,40.0,203,203.0,Z012,Y5,,,100,E11,3000,3000.0,5300297109.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80801611,2000,,0,,,,F,40.0,203,203.0,Z012,Y5,,,100,E11,3000,3000.0,5300297124.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80801708,2000,,0,,,,F,40.0,203,203.0,Z012,Y3,,,100,E11,3000,3000.0,5300297127.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80801711,2000,,0,,,,F,40.0,203,203.0,Z012,Y5,,,100,E11,3000,3000.0,5300297128.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80802011,2000,,0,,,,F,40.0,203,203.0,Z012,Y5,,,100,E11,3000,3000.0,5300297138.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80830902,2000,,0,,,,F,40.0,203,203.0,Z012,Y9,,,100,E11,3000,3000.0,5300297239.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
91002820,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300300391.0,0.0,1,42,0,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
91109146,2000,,0,,,,F,40.0,223,223.0,Z012,Z6,,,100,,3000,3000.0,5300300421.0,0.0,1,28,10102000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.23061407533815154,0,0,0
91117191,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300300442.0,0.0,1,42,0,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
91117195,2000,,0,,,,F,40.0,224,224.0,Z012,Z4,,,100,,3000,3000.0,5300300447.0,0.0,1,42,10102000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.08202253195016732,0,0,0
91161100,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300300484.0,0.0,1,42,10403000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
91161240,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300300507.0,0.0,1,42,10401000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
91161243,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300300511.0,0.0,1,42,0,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
91161250,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300300514.0,0.0,1,42,10401000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
91161252,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,100,,3000,3000.0,5300300517.0,0.0,1,42,0,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.08202253195016732,0,0,0
91161322,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300300526.0,0.0,1,42,0,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
91161331,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300300532.0,0.0,1,42,0,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
95130688,2000,,0,,,,F,40.0,224,224.0,Z012,Z4,,,1,,3000,3000.0,5300305297.0,0.0,1,42,999999999,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
95130774,2000,,0,,,,F,40.0,224,224.0,Z012,Z4,,,100,,3000,3000.0,5300305366.0,0.0,1,42,10304000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.08202253195016732,0,0,0
95130962,2000,,0,,,,F,40.0,223,223.0,Z012,Z2,,,100,,3000,3000.0,5300305469.0,0.0,1,42,10502000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.08202253195016732,0,0,0
95130965,2000,,0,,,,F,40.0,223,223.0,Z012,Z2,,,100,,3000,3000.0,5300305472.0,0.0,1,42,10502000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.08202253195016732,0,0,0
95130966,2000,,0,,,,F,40.0,223,223.0,Z012,Z2,,,100,,3000,3000.0,5300305473.0,0.0,1,42,10502000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.08202253195016732,0,0,0
95130968,2000,,0,,,,F,40.0,223,223.0,Z012,Z2,,,100,,3000,3000.0,5300305475.0,0.0,1,42,10502000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.08202253195016732,0,0,0
95131021,2000,,0,,,,F,40.0,223,223.0,Z012,Z2,,,100,,3000,3000.0,5300305513.0,0.0,1,42,10502000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.08202253195016732,0,0,0
60072078,2000,,0,,,,F,40.0,224,224.0,Z012,Z5,,,1,,3000,3000.0,5300450086.0,0.0,1,42,10401000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
60029848,2000,,0,,,,F,40.0,224,224.0,Z012,Z5,,,1,,3000,3000.0,5300382462.0,0.0,1,70,0,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.21516055482580115,0,0,0
60031794,2000,,0,,,,F,40.0,203,203.0,Z012,Y9,,,100,E11,3000,3000.0,5300386428.0,0.0,1,14,120000000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
60043461,2000,,0,,,,F,40.0,203,203.0,Z012,Y9,,,1,E11,3000,3000.0,5300410228.0,0.0,1,84,71000000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.36375209821378535,0,0,0
60051563,2000,,0,,,,F,40.0,989,203.0,Z012,Y9,,,1,E11,3000,3000.0,5300416086.0,0.0,1,14,70300000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.3792056187261358,0,0,0
60007574,2000,,0,,,,F,40.0,223,223.0,Z012,Z5,,,1,,3000,3000.0,5300388906.0,0.0,1,28,10102000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.23061407533815154,0,0,0
60017753,2000,,0,,,,F,40.0,202,202.0,Z012,Z5,,,1,,3000,3000.0,5300368089.0,0.0,1,35,10403000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.1563183036441594,0,0,0
60020766,2000,,0,,,,F,40.0,203,203.0,Z012,Y9,,,100,E11,3000,3000.0,5300383092.0,0.0,1,14,120000000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
33660231,2000,,0,,,,F,40.0,206,206.0,Z012,EX,,,1,,3000,3000.0,5300275564.0,0.0,1,14,10103000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.3792056187261358,0,0,0
34638800UB,2000,,0,,,,F,40.0,202,202.0,Z012,Z3,,,1,,3000,3000.0,5300282055.0,0.0,1,35,10402000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.1563183036441594,0,0,0
34800100UB,2000,,0,,,,F,40.0,213,213.0,Z012,TB,,,10,,3000,3000.0,5300284765.0,0.0,1,49,10403000,ST,,0,,0,,0,,0,,0,0.6463477630773593,0,,0,0.007726760256175196,0,0,0
34934302,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300286072.0,0.0,1,42,10100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
24794111,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,100,,3000,3000.0,5300254191.0,0.0,1,42,10100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.08202253195016732,0,0,0
24794287,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300254201.0,0.0,1,42,0,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
24802011,2000,,0,,,,F,40.0,224,224.0,Z012,Z4,,,100,,3000,3000.0,5300254279.0,0.0,1,42,10100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.08202253195016732,0,0,0
24803201,2000,,0,,,,F,40.0,224,224.0,Z012,Z4,,,100,,3000,3000.0,5300254292.0,0.0,1,42,10102000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.08202253195016732,0,0,0
24804400,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300254301.0,0.0,1,42,10403000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
24804600,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300254311.0,0.0,1,42,10403000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
24811701,2000,,0,,,,F,40.0,224,224.0,Z012,Z4,,,100,,3000,3000.0,5300254366.0,0.0,1,42,0,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.08202253195016732,0,0,0
24811710,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300254368.0,0.0,1,42,0,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
24820300,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300254404.0,0.0,1,42,10403000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
24820500,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300254412.0,0.0,1,42,10403000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
24943220,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300256351.0,0.0,1,42,0,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
24948000UB,2000,,0,,,,F,40.0,223,223.0,Z012,Z5,,,1,,3000,3000.0,5300256452.0,0.0,1,56,10402000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.06656901143781692,0,0,0
27034702,2000,,0,,,,F,40.0,215,215.0,Z012,Y2,,,100,E13,3000,3000.0,5300260874.0,0.0,1,28,80600000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.23061407533815154,0,0,0
28214700,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300264150.0,0.0,1,42,0,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
28234600,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300264539.0,0.0,1,42,0,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
28234700,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300264540.0,0.0,1,42,0,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
28234800,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300264541.0,0.0,1,42,0,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
28267500,2000,,0,,,,F,40.0,223,223.0,Z012,Z7,,,1,,3000,3000.0,5300264941.0,0.0,1,35,10501000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.1563183036441594,0,0,0
28267600,2000,,0,,,,F,40.0,223,223.0,Z012,Z7,,,1,,3000,3000.0,5300264943.0,0.0,1,35,10501000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.1563183036441594,0,0,0
30101715,2000,,0,,,,F,40.0,706,706.0,Z012,Y2,,,1,E12,3000,3000.0,5300268621.0,0.0,1,21,530300000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.30490984703214363,0,0,0
30107801,2000,,0,,,,F,40.0,706,706.0,Z012,Y2,,,1,E12,3000,3000.0,5300268822.0,0.0,1,21,530300000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.30490984703214363,0,0,0
24140500,2000,,0,,,,F,40.0,213,213.0,Z012,Z4,,,1,,3000,3000.0,5300242785.0,0.0,1,180,10401000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,1.3826655385885342,0,0,0
24391301,2000,,0,,,,F,40.0,224,224.0,Z012,Z4,,,100,,3000,3000.0,5300246126.0,0.0,1,42,0,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.08202253195016732,0,0,0
24487500,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300247956.0,0.0,1,42,10402000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
24583801,2000,,0,,,,F,40.0,223,223.0,Z012,Y2,,,1,E12,3000,3000.0,5300249291.0,0.0,1,45,10102000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.05018148693845641,0,0,0
24583805,2000,,0,,,,F,40.0,213,213.0,Z012,Y2,,,100,E12,3000,3000.0,5300249292.0,0.0,1,42,10201000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.08202253195016732,0,0,0
24647520,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,100,,3000,3000.0,5300250902.0,0.0,1,42,0,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.08202253195016732,0,0,0
24663607,2000,,0,,,,F,40.0,224,224.0,Z012,Z4,,,100,,3000,3000.0,5300251303.0,0.0,1,42,0,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.08202253195016732,0,0,0
24720200,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300252059.0,0.0,1,42,10403000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
24720300,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300252084.0,0.0,1,42,10403000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
24720505,2000,,0,,,,F,40.0,224,224.0,Z012,Z4,,,1,,3000,3000.0,5300252102.0,0.0,1,42,10303000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
24721401,2000,,0,,,,F,40.0,224,224.0,Z012,Y9,,,1,E12,3000,3000.0,5300252169.0,0.0,1,42,10100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
24721614,2000,,0,,,,F,40.0,224,224.0,Z012,Y3,,,100,E13,3000,3000.0,5300252179.0,0.0,1,42,10102000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.08202253195016732,0,0,0
24722200,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300252211.0,0.0,1,42,10401000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
24723000,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300252234.0,0.0,1,42,10402000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
24723200,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300252239.0,0.0,1,42,10402000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
24723300,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300252241.0,0.0,1,42,10402000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
